Label,NarratorID_Mapped,NarratorNameAr,NarratorNameAr-Mapped,NarratorNameEn-Mapped,Gender,NarratorGeneration
Abdur Rahman bin Abi Amra (0),1238,عبد الرحمن بن أبى عمرة الأنصارى النجارى,عبد الرحمن بن أبي عمرة الأنصاري,Abdur Rahman bin Abi Amra (0),Male,Comp.(RA)
Umm Hisham bint Haritha bin al-Numan (0),1259,أم هشام بنت حارثة بن النعمان الأنصارية,أم هشام بنت حارثة بن النعمان,Umm Hisham bint Haritha bin al-Numan (0),Famale,Comp.(RA)
Umm Mubashir al-Ansariyya ,1293,أم مبشر الأنصارية امرأة زيد بن حارثة,أم مبشر الأنصارية,Umm Mubashir al-Ansariyya ,Famale,Comp.(RA)
Wasay bin Habban bin Munqidh (0),1321,واسع بن حبان بن منقذ بن عمرو الأنصارى,واسع بن حبان بن منقذ,Wasay bin Habban bin Munqidh (0),Male,Comp.(RA)
Abu Bashir al-Ansari ,1326,أبو بشير الأنصارى المدنى,أبو بشير الأنصاري,Abu Bashir al-Ansari ,Male,Comp.(RA)
Hisham bin Amir bin Umayya,1331,هشام بن عامر بن أمية الأنصارى النجارى,هشام بن عامر بن أمية,Hisham bin Amir bin Umayya,Male,Comp.(RA)
Malik bin Sasaa (0),1335,مالك بن صعصعة الأنصارى المازنى,مالك بن صعصعة الأنصاري المازني,Malik bin Sasaa (0),Male,Comp.(RA)
al-Rubbayi bint al-Nadr ,1360,الربيع بنت النضر الأنصارية الخزرجية,الربيع بنت النضر الأنصارية الخزرجية,al-Rubbayi bint al-Nadr ,Famale,Comp.(RA)
Abu Hameed al-Saidi al-Ansari (0),1457,أبو حميد الساعدى,"عبد الرحمن بن سعد, أبو حميد الساعدي ",Abu Hameed al-Saidi al-Ansari (0),Male,Comp.(RA)
Amr bin Saleem bin Khalada (0),1544,عمرو بن سليم بن خلدة الأنصارى الزرقى,عمرو بن سليم الزرقي,Amr bin Saleem bin Khalada (0),Male,Comp.(RA)
Masud bin al-Hakam bin al-Rabi ,1546,مسعود بن الحكم بن الربيع الأنصارى الزرقى,مسعود بن الحكم بن الربيع,Masud bin al-Hakam bin al-Rabi ,Male,Comp.(RA)
Basheer bin Abi Masud ,1615,بشير بن أبى مسعود الأنصارى المدنى,بشير بن أبي مسعود,Basheer bin Abi Masud ,Male,Comp.(RA)
Abu Hannah/Hayyah/Habba,1744,أبو حبة الأنصارى البدرى,أبو حبة/أبو حنة,Abu Hannah/Hayyah/Habba,Male,Comp.(RA)
Abu Burda bin Niyar (0),1820,أبو بردة بن نيار البلوى,أبو بردة بن نيار,Abu Burda bin Niyar (0),Male,Comp.(RA)
Sahl bin Abi Hathma (0),1822,سهل بن أبى حثمة بن ساعدة الأنصارى,سهل بن أبى حثمة الحارثى الأنصاري,Sahl bin Abi Hathma (0),Male,Comp.(RA)
Mahmud bin Labid bin Uqba (0),1830,محمود بن لبيد بن عقبة بن رافع الأوسى,محمود بن لبيد بن عقبة بن رافع,Mahmud bin Labid bin Uqba (0),Male,Comp.(RA)
Thabit bin al-Dahhak bin Khalifa (0),1902,ثابت بن الضحاك بن خليفة الأشهلى,ثابت بن الضحاك بن خليفة الأشهلي,Thabit bin al-Dahhak bin Khalifa (0),Male,Comp.(RA)
Fadala bin Ubaid bin Naqid (0),1935,فضالة بن عبيد بن نافذ الأنصارى الأوسى,فضالة بن عبيد بن نافذ,Fadala bin Ubaid bin Naqid (0),Male,Comp.(RA)
Abdullah bin Yazid bin Zayd (0),1945,عبد الله بن يزيد بن زيد بن حصين الخطمى,عبد الله بن يزيد بن زيد الخطمي,Abdullah bin Yazid bin Zayd (0),Male,Comp.(RA)
Rafi bin Khadij bin Rafi (0),1986,رافع بن خديج بن رافع الأنصارى,رافع بن خديج بن رافع الأنصاري,Rafi bin Khadij bin Rafi (0),Male,Comp.(RA)
Zuhayr bin Rafi,1987,ظهير بن رافع بن عدى الأنصارى الأوسى,ظهير بن رافع,Zuhayr bin Rafi,Male,Comp.(RA)
al-Harith bin Abdullah bin Abi Rabia (0),2007,الحارث بن عبد الله بن أبى ربيعة المخزومى,الحارث بن عبد الله بن أبي ربيعة,al-Harith bin Abdullah bin Abi Rabia (0),Male,Comp.(RA)
Abdullah bin al-Musayb bin Abi Saib ,2063,عبد الله بن المسيب بن أبى السائب,عبد الله بن المسيب بن أبي السائب العابدي,Abdullah bin al-Musayb bin Abi Saib ,Male,Comp.(RA)
Abdullah bin al-Saib (0),2065,عبد الله بن السائب بن أبى السائب القارئ,عبد الله بن السائب المخزومي,Abdullah bin al-Saib (0),Male,Comp.(RA)
al-Musayyib bin Hazn b. Abi Wahb (0),2070,المسيب بن حزن بن أبى وهب المخزومى,المسيب بن حزن بن أبى وهب المخزومي,al-Musayyib bin Hazn b. Abi Wahb (0),Male,Comp.(RA)
al-Miswar bin Makhrama bin Nawfal (0),2201,المسور بن مخرمة بن نوفل الزهرى,المسور بن مخرمة بن نوفل,al-Miswar bin Makhrama bin Nawfal (0),Male,Comp.(RA)
Abdur Rahman bin Azhar bin Abd Awf,2216,عبد الرحمن بن أزهر أبو جبير الزهرى,عبد الرحمن بن أزهر بن عبد عوف الزهري,Abdur Rahman bin Azhar bin Abd Awf,Male,Comp.(RA)
Nafi bin Utba ibn Abi Waqqas,2241,نافع بن عتبة بن أبى وقاص الزهرى,نافع بن عتبة بن أبي وقاص,Nafi bin Utba ibn Abi Waqqas,Male,Comp.(RA)
Abu Mahdhura al-Jumhi (0),2416,أبو محذورة الجمحى المكى المؤذن,أبو محذورة الجمحي,Abu Mahdhura al-Jumhi (0),Male,Comp.(RA)
Muti bin al-Aswad ,2518,مطيع بن الأسود بن حارثة العدوى,مطيع بن الأسود بن حارثة,Muti bin al-Aswad ,Male,Comp.(RA)
Abdullah bin Muti bin al-Aswad,2519,عبد الله بن مطيع بن الأسود العدوى المدنى,عبد الله بن مطيع بن الأسود,Abdullah bin Muti bin al-Aswad,Male,Comp.(RA)
Abdullah bin al-Sadi (0),2605,عبد الله بن السعدى القرشى العامرى,( عبد الله بن السعدي ( رضي الله عنه,Abdullah bin al-Sadi (0),Male,Comp.(RA)
Abdur Rahman bin Uthman (0),2705,عبد الرحمن بن عثمان بن عبيد الله التيمى,عبد الرحمن بن عثمان بن عبيد الله,Abdur Rahman bin Uthman (0),Male,Comp.(RA)
Muadh bin Abdur Rahman bin Uthman ,2706,معاذ بن عبد الرحمن بن عثمان التيمى,( معاذ بن عبد الرحمن بن عثمان التيمي ( رضي الله عنه,Muadh bin Abdur Rahman bin Uthman ,Male,Comp.(RA)
Uthman bin Talha ,2800,عثمان بن طلحة بن أبى طلحة العبدرى الحجبى,عثمان بن طلحة بن أبي طلحة,Uthman bin Talha ,Male,Comp.(RA)
Safiyya bint Shayba bin Uthman (0),2802,صفية بنت شيبة بن عثمان العبدرية,صفية بنت شيبة بن عثمان العبدرية,Safiyya bint Shayba bin Uthman (0),Famale,Comp.(RA)
al-Mustward bin Shadad,2904,المستورد بن شداد بن عمرو الفهرى,( المستورد بن شداد الفهري ( رضي الله عنه,al-Mustward bin Shadad,Male,Comp.(RA)
Wail bin Hujr al-Kundi al-Hadrami,3045,وائل بن حجر بن سعد بن مسروق الحضرمى,( وائل بن حجر ( رضي الله عنه,Wail bin Hujr al-Kundi al-Hadrami,Male,Comp.(RA)
al-Saib bin Yazid bin Akht Namr (0),3048,السائب بن يزيد ابن أخت النمر الكندى,السائب بن يزيد بن أخت النمر,al-Saib bin Yazid bin Akht Namr (0),Male,Comp.(RA)
Auf bin Malik al-Ashjai (0),3051,عوف بن مالك الأشجعى,عوف بن مالك الأشجعي,Auf bin Malik al-Ashjai (0),Male,Comp.(RA)
Muawiya bint Suwayd al-Mazni ,3117,معاوية بن سويد بن مقرن المزنى,( معاوية بن سويد بن مقرن المزني ( رضي الله عنه,Muawiya bint Suwayd al-Mazni ,Male,Comp.(RA)
Abdullah bin Maqil al-Mazni,3119,عبد الله بن معقل بن مقرن المزنى,( عبد الله بن معقل بن مقرن ( رضي الله عنه,Abdullah bin Maqil al-Mazni,Male,Comp.(RA)
Maqil bin Yasar al-Mazni (0),3120,معقل بن يسار المزنى,معقل بن يسار المزني البصري,Maqil bin Yasar al-Mazni (0),Male,Comp.(RA)
al-Numan bin Maqrn al-Mazni,3122,النعمان بن مقرن بن عائذ المزنى,النعمان بن مقرن المزني,al-Numan bin Maqrn al-Mazni,Male,Comp.(RA)
Suwayd bin Muqarrin al-Mazni (0),3123,سويد بن مقرن المزنى,سويد بن مقرن المزني,Suwayd bin Muqarrin al-Mazni (0),Male,Comp.(RA)
Burayda bin al-Husayb (0),3131,بريدة بن الحصيب أبو سهل الأسلمى,بريدة بن الحصيب,Burayda bin al-Husayb (0),Male,Comp.(RA)
Rafi bin Amr al-Ghafari,3135,رافع بن عمرو بن مجدع أبو جبير الغفارى,رافع بن عمرو الغفاري,Rafi bin Amr al-Ghafari,Male,Comp.(RA)
Umayr Mawla Abi Laham al-Ghafari (0),3141,عمير مولى آبى اللحم الغفارى,عمير مولى آبي اللحم,Umayr Mawla Abi Laham al-Ghafari (0),Male,Comp.(RA)
Abu Said Mwla,3172,أبو سعيد مولى عبد الله بن عامر الخزاعى,أبو سعيد مولى,Abu Said Mwla,Famale,Comp.(RA)
Abdur Rahman bin Abd al-Qari (0),3195,عبد الرحمن بن عبدٍ القارى,عبد الرحمن بن عبد القاري,Abdur Rahman bin Abd al-Qari (0),Male,Comp.(RA)
Junadah bin Abi Umayya (0),3205,جنادة بن أبى أمية الأزدى الشامى,جنادة بن أبي أمية,Junadah bin Abi Umayya (0),Male,Comp.(RA)
Uthman bin Abi al-Aas al-Thaqafi (0),3210,عثمان بن أبى العاص الثقفى الطائفى,عثمان بن أبي العاص الثقفي,Uthman bin Abi al-Aas al-Thaqafi (0),Male,Comp.(RA)
Abu Bakra al-Thaqafi (0),3229,نفيع بن الحارث بن كلدة أبو بكرة الثقفى,أبو بكرة الثقفي الطائفي,Abu Bakra al-Thaqafi (0),Male,Comp.(RA)
Aidh bin Amr al-Mazni (0),3240,عائذ بن عمرو بن هلال أبو هبيرة المزنى,عائذ بن عمرو المزني,Aidh bin Amr al-Mazni (0),Male,Comp.(RA)
Abdullah bin Mughfal al-Mazni (0),3242,عبد الله بن مغفل بن عبد نهم المزنى,عبد الله بن مغفل المزني,Abdullah bin Mughfal al-Mazni (0),Male,Comp.(RA)
Abdullah bin Sarjis al-Mazni (0),3245,عبد الله بن سرجس المزنى,عبد الله بن سرجس,Abdullah bin Sarjis al-Mazni (0),Male,Comp.(RA)
al-Nawas bin Saman al-Kalabi (0),3600,النواس بن سمعان بن خالد الكلابى الأنصارى,النواس بن سمعان الكلابي,al-Nawas bin Saman al-Kalabi (0),Male,Comp.(RA)
Zayd bin Khalid al-Juhni (0),3625,زيد بن خالد الجهنى المدنى,زيد بن خالد الجهني,Zayd bin Khalid al-Juhni (0),Male,Comp.(RA)
Abdullah bin Basr al-Maazni (0),3650,عبد الله بن بسر المازنى,عبد الله بن بسر المازني,Abdullah bin Basr al-Maazni (0),Male,Comp.(RA)
"Abu al-Tufayl, Amir bin Wathla (0)",3660,عامر بن واثلة أبو الطفيل الليثى,أبو الطفيل عامر بن واثلة,"Abu al-Tufayl, Amir bin Wathla (0)",Male,Comp.(RA)
al-Sab bin Juthama bin Qays (0),3661,الصعب بن جثامة الليثى,الصعب بن جثامة,al-Sab bin Juthama bin Qays (0),Male,Comp.(RA)
Tariq bin Shahab (0),3680,طارق بن شهاب بن عبد شمس البجلى الأحمسى,طارق بن شهاب,Tariq bin Shahab (0),Male,Comp.(RA)
Amr bin Absa al-Salmi,4002,عمرو بن عبسة بن عامر أبو نجيح السلمى,عمرو بن عبسة السلمي البجلي,Amr bin Absa al-Salmi,Male,Comp.(RA)
Amr bin Umayya al-Damri,4011,عمرو بن أمية بن خويلد أبو أمية الضمرى,عمرو بن أمية الضمري,Amr bin Umayya al-Damri,Male,Comp.(RA)
Umm al-Husayn al-Ahmasiyya,4018,أم الحصين الأحمسية,أم الحصين الأحمسية,Umm al-Husayn al-Ahmasiyya,Famale,Comp.(RA)
Kharsha bin  al-Hurr al-Fazari (0),4026,خرشة بن الحر الفزارى,خرشة بن الحر الفزاري,Kharsha bin  al-Hurr al-Fazari (0),Male,Comp.(RA)
Abu Waqid al-Laithi (0),4044,أبو واقد الليثى,أبو واقد الليثي,Abu Waqid al-Laithi (0),Male,Comp.(RA)
Abdur Rahman bin Abza (0),4046,عبد الرحمن بن أبزى الخزاعى,عبد الرحمن بن أبزى,Abdur Rahman bin Abza (0),Male,Comp.(RA)
Abu Juhayfa al-Sawai (0),4047,وهب بن عبد الله أبو جحيفة السوائى,أبو جحيفة السوائي,Abu Juhayfa al-Sawai (0),Male,Comp.(RA)
Abu Umama al-Bahili (0),4048,صدى بن عجلان أبو أمامة الباهلى,أبو أمامة الباهلي,Abu Umama al-Bahili (0),Male,Comp.(RA)
Wathla bin al-Asqa (0),4049,واثلة بن الأسقع بن كعب الليثى,واثلة بن الأسقع,Wathla bin al-Asqa (0),Male,Comp.(RA)
Abu Rafaa al-Advi ,4051,أبو رفاعة العدوى تميم بن أسد,أبو رفاعة العدوي تميم,Abu Rafaa al-Advi ,Male,Comp.(RA)
"Kab bin Ajra al-Salmi, al-Ansari (0)",4052,كعب بن عجرة الأنصارى المدنى,كعب بن عجرة الأنصاري,"Kab bin Ajra al-Salmi, al-Ansari (0)",Male,Comp.(RA)
Jundab bin Abdullah al-Bajli (0),4053,جندب بن عبد الله بن سفيان البجلى,جندب بن عبد الله بن سفيان البجلي,Jundab bin Abdullah al-Bajli (0),Male,Comp.(RA)
Abu Thalaba al-Khushni (0),4056,أبو ثعلبة الخشنى,أبو ثعلبة الخشني,Abu Thalaba al-Khushni (0),Male,Comp.(RA)
Jarir bin Abdullah al-Bajli (0),4057,جرير بن عبد الله بن جابر البجلى,جرير بن عبد الله البجلي,Jarir bin Abdullah al-Bajli (0),Male,Comp.(RA)
Kab al-Ahbar ,4058,كعب الأحبار بن ماتع الحميرى,"كعب الأحبار ,كعب بن ماتع الحميري",Kab al-Ahbar ,Male,Comp.(RA)
Hanzala bin al-Rabi al-Usaydi,4060,حنظلة بن الربيع بن صيفى التميمى الكاتب,( حنظلة بن الربيع الكاتب ( رضي الله عنه,Hanzala bin al-Rabi al-Usaydi,Male,Comp.(RA)
al-Aghar bin Yasar,4071,الأغر بن عبد الله المزنى,الأغر بن يسار المزني,al-Aghar bin Yasar,Male,Comp.(RA)
Hamil/Jamil bin Basra (0),4087,حميل بن بصرة بن وقاص أبو بصرة الغفارى,حميل بن بصرة أبو بصرة الغفاري,Hamil/Jamil bin Basra (0),Male,Comp.(RA)
Jubayr bin Nufayr al-Hadrami (0),4097,جبير بن نفير بن مالك بن عامر الحضرمى,جبير بن نفير الحضرمي,Jubayr bin Nufayr al-Hadrami (0),Male,Comp.(RA)
al-Harith bin al-Harith al-Ashry,4102,الحارث بن الحارث أبو مالك الأشعرى,الحارث بن الحارث الأشعري,al-Harith bin al-Harith al-Ashry,Male,Comp.(RA)
Harithh bin Wahb al-Khzay (0),4109,حارثة بن وهب الخزاعى,حارثة بن وهب الخزاعي,Harithh bin Wahb al-Khzay (0),Male,Comp.(RA)
Hdhyfh bin Asyd,4114,حذيفة بن أسيد أبو سريحة الغفارى,حذيفة بن أسيد ,Hdhyfh bin Asyd,Male,Comp.(RA)
Hamza bin Amr al-Aslami (0),4123,حمزة بن عمرو بن عويمر الأسلمى المدنى,حمزة بن عمرو,Hamza bin Amr al-Aslami (0),Male,Comp.(RA)
Abdullah bin Utba (2),4145,عبد الله بن عتبة بن مسعود الهذلى,عبد الله بن عتبة بن مسعود الهذلي,Abdullah bin Utba (2),Male,Comp.(RA)
al-Harith bin Khafaf ,5008,الحارث بن خفاف بن إيماء,الحارث بن خفاف,al-Harith bin Khafaf ,Male,Comp.(RA)
Khafaf bin Aiama bin Rahda (0),5013,خفاف بن إيماء الغفارى,خفاف بن إيماء بن رحضة الغفاري,Khafaf bin Aiama bin Rahda (0),Male,Comp.(RA)
Dhuaib bin Halhala ,5016,ذؤيب بن حلحلة بن عمرو الخزاعى,ذؤيب بن حلحلة,Dhuaib bin Halhala ,Male,Comp.(RA)
Malik bin Aws bin al-Hadathan (1),5030,مالك بن أوس بن الحدثان النصرى,( مالك بن أوس بن الحدثان النصري ( رضي الله عنه,Malik bin Aws bin al-Hadathan (1),Male,Comp.(RA)
Zuhyr bin Amr al-Hilaly Nzyl (0),5040,زهير بن عمرو الهلالى,زهير بن عمرو الهلالي,Zuhyr bin Amr al-Hilaly Nzyl (0),Male,Comp.(RA)
Sbrh bin Mabd bin Awsjh,5050,سبرة بن معبد الجهنى,سبرة بن معبد,Sbrh bin Mabd bin Awsjh,Male,Comp.(RA)
Sufyan bin Abi Zuhyr (0),5065,سفيان بن أبى زهير الشنائى الأزدى,سفيان بن أبي زهير الأزدي,Sufyan bin Abi Zuhyr (0),Male,Comp.(RA)
Sufyan bin Abdullah bin Rabia,5066,سفيان بن عبد الله بن ربيعة الثقفى,سفيان بن عبد الله بن ربيعة,Sufyan bin Abdullah bin Rabia,Male,Comp.(RA)
Salman bin Rabiya bin Yazid (0),5067,سلمان بن ربيعة بن يزيد بن عمرو الباهلى,سلمان بن ربيعة بن يزيد,Salman bin Rabiya bin Yazid (0),Male,Comp.(RA)
Sulaiman bin Mshr al-Fzary (0),5077,سليمان بن مسهر الفزارى الكوفى,سليمان بن مسهر الفزاري الكوفي,Sulaiman bin Mshr al-Fzary (0),Male,Comp.(RA)
al-Shryd bin Swyd al-Thqfy ,5084,الشريد بن سويد الثقفى,الشريد بن سويد,al-Shryd bin Swyd al-Thqfy ,Male,Comp.(RA)
