sequence_id,sanad_chain,chain_length
174,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> محمد بن مسلم بن تدرس أبو الزبير المكى -> معقل بن عبيد الله الجزرى العبسى -> الحسن بن محمد بن أعين أبو على الحرانى,4
175,عبد الله بن عمر بن الخطاب العدوى -> سعد بن عبيدة أبو حمزة السلمى الكوفى -> سعد بن طارق أبو مالك الأشجعى الكوفى -> سليمان بن حيان أبو خالد الأحمر,4
176,عبد الله بن عمر بن الخطاب العدوى -> سعد بن عبيدة أبو حمزة السلمى الكوفى -> سعد بن طارق أبو مالك الأشجعى الكوفى -> يحيى بن زكريا بن أبى زائدة الهمدانى,4
177,عبد الله بن عمر بن الخطاب العدوى -> محمد بن زيد بن عبد الله بن عمر العمرى -> عاصم بن محمد بن زيد بن عبد الله العمرى -> معاذ بن معاذ بن نصر أبو المثنى العنبرى,4
178,عبد الله بن عمر بن الخطاب العدوى -> عكرمة بن خالد بن العاص بن هشام المخزومى -> حنظلة بن أبى سفيان بن عبد الرحمن الجمحى -> عبد الله بن نمير أبو هشام الهمدانى,4
179,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,3
180,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> عباد بن عباد بن حبيب أبو معاوية المهلبى,3
181,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
182,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
183,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
184,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> قرة بن خالد السدوسى البصرى -> معاذ بن معاذ بن نصر أبو المثنى العنبرى,4
185,عبد الله بن عباس بن عبد المطلب الهاشمى -> نصر بن عمران أبو جمرة الضبعى -> قرة بن خالد السدوسى البصرى -> على بن نصر بن على الجهضمى البصرى,4
186,سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> إسماعيل بن إبراهيم بن مقسم ابن علية,5
187,رجل من وفد عبد القيس [ عنه أبو سعيد ] -> سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> إسماعيل بن إبراهيم بن مقسم ابن علية,6
188,سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> محمد بن إبراهيم بن أبى عدى البصرى,5
189,سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> محمد بن إبراهيم بن أبى عدى البصرى,5
190,رجل من وفد عبد القيس [ عنه أبو سعيد ] -> سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> محمد بن إبراهيم بن أبى عدى البصرى,6
191,رجل من وفد عبد القيس [ عنه أبو سعيد ] -> سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> قتادة بن دعامة أبو الخطاب السدوسى -> سعيد بن أبى عروبة أبو النضر اليشكرى -> محمد بن إبراهيم بن أبى عدى البصرى,6
192,سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> سويد بن حجير أبو قزعة الباهلى -> عبد الملك بن عبد العزيز بن جريج الأموى -> الضحاك بن مخلد أبو عاصم النبيل,5
193,سعد بن مالك بن سنان أبو سعيد الخدرى -> المنذر بن مالك أبو نضرة العبدى العوقى -> سويد بن حجير أبو قزعة الباهلى -> عبد الملك بن عبد العزيز بن جريج الأموى -> عبد الرزاق بن همام أبو بكر الصنعانى,5
194,عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> زكريا بن إسحاق المكى -> وكيع بن الجراح بن مليح الرؤاسى,5
195,معاذ بن جبل بن عمرو الأنصارى الخزرجى -> عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> زكريا بن إسحاق المكى -> وكيع بن الجراح بن مليح الرؤاسى,6
196,معاذ بن جبل بن عمرو الأنصارى الخزرجى -> عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> زكريا بن إسحاق المكى -> وكيع بن الجراح بن مليح الرؤاسى,6
197,معاذ بن جبل بن عمرو الأنصارى الخزرجى -> عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> زكريا بن إسحاق المكى -> وكيع بن الجراح بن مليح الرؤاسى,6
198,عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> زكريا بن إسحاق المكى -> الضحاك بن مخلد أبو عاصم النبيل,5
199,عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> زكريا بن إسحاق المكى -> بشر بن السرى أبو عمرو الأفوه,5
200,عبد الله بن عباس بن عبد المطلب الهاشمى -> نافذ أبو معبد مولى ابن عباس -> يحيى بن عبد الله بن محمد بن صيفى المكى -> إسماعيل بن أمية بن عمرو بن سعيد الأموى -> روح بن القاسم أبو غياث التميمى العنبرى -> يزيد بن زريع أبو معاوية البصرى,6
201,أبو هريرة الدوسى -> عبيد الله بن عبد الله بن عتبة بن مسعود -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى,5
202,عبد الله بن عثمان أبو بكر الصديق -> أبو هريرة الدوسى -> عبيد الله بن عبد الله بن عتبة بن مسعود -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى,6
203,عمر بن الخطاب أمير المؤمنين -> أبو هريرة الدوسى -> عبيد الله بن عبد الله بن عتبة بن مسعود -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى,6
